proizvod,poreklo,datum,mesto_id,cena
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,20.09.2021,Zrenjanin-pijaca,29.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,27.09.2021,Zrenjanin-silos,26.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,27.09.2021,Zrenjanin-gazdinstvo,26.50
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,27.09.2021,Zrenjanin-pijaca,29.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,04.10.2021,Zrenjanin-gazdinstvo,29.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,04.10.2021,Zrenjanin-pijaca,30.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,11.10.2021,Zrenjanin-silos,27.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,11.10.2021,Zrenjanin-gazdinstvo,28.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,11.10.2021,Zrenjanin-pijaca,30.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,18.10.2021,Zrenjanin-silos,27.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,18.10.2021,Zrenjanin-gazdinstvo,27.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,18.10.2021,Zrenjanin-pijaca,30.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,25.10.2021,Zrenjanin-silos,27.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,25.10.2021,Zrenjanin-gazdinstvo,27.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,25.10.2021,Zrenjanin-pijaca,30.00
"Kukuruz (okrunjen, veštački sušen) p:rinfuz",Domaće,01.11.2021,Zrenjanin-silos,27.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,01.11.2021,Zrenjanin-gazdinstvo,28.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,01.11.2021,Zrenjanin-pijaca,30.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,08.11.2021,Zrenjanin-silos,26.50
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,08.11.2021,Zrenjanin-pijaca,29.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,08.11.2021,Zrenjanin-gazdinstvo,27.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,15.11.2021,Zrenjanin-silos,26.80
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,15.11.2021,Zrenjanin-gazdinstvo,27.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,15.11.2021,Zrenjanin-pijaca,29.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,22.11.2021,Zrenjanin-silos,26.30
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,22.11.2021,Zrenjanin-gazdinstvo,27.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,22.11.2021,Zrenjanin-pijaca,29.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,29.11.2021,Zrenjanin-silos,26.30
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,29.11.2021,Zrenjanin-gazdinstvo,27.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,29.11.2021,Zrenjanin-pijaca,29.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,06.12.2021,Zrenjanin-silos,25.50
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,06.12.2021,Zrenjanin-gazdinstvo,27.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,06.12.2021,Zrenjanin-pijaca,29.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,13.12.2021,Zrenjanin-silos,25.50
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,13.12.2021,Zrenjanin-gazdinstvo,27.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,13.12.2021,Zrenjanin-pijaca,29.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,20.12.2021,Zrenjanin-silos,25.50
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,20.12.2021,Zrenjanin-gazdinstvo,27.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,20.12.2021,Zrenjanin-pijaca,29.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,27.12.2021,Zrenjanin-gazdinstvo,26.50
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,27.12.2021,Zrenjanin-pijaca,29.00
"Kukuruz (okrunjen, veštački sušen) p:rinfuz",Domaće,03.01.2022,Zrenjanin-silos,27.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,03.01.2022,Zrenjanin-gazdinstvo,27.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,03.01.2022,Zrenjanin-pijaca,30.00
"Kukuruz (okrunjen, veštački sušen) p:rinfuz",Domaće,10.01.2022,Zrenjanin-silos,27.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,10.01.2022,Zrenjanin-gazdinstvo,27.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,10.01.2022,Zrenjanin-pijaca,30.00
"Kukuruz (okrunjen, veštački sušen) p:rinfuz",Domaće,17.01.2022,Zrenjanin-silos,27.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,17.01.2022,Zrenjanin-gazdinstvo,27.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,17.01.2022,Zrenjanin-pijaca,30.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,24.01.2022,Zrenjanin-silos,27.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,24.01.2022,Zrenjanin-gazdinstvo,27.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,24.01.2022,Zrenjanin-pijaca,30.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,31.01.2022,Zrenjanin-silos,26.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,31.01.2022,Zrenjanin-gazdinstvo,27.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,31.01.2022,Zrenjanin-pijaca,30.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,07.02.2022,Zrenjanin-silos,26.50
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,07.02.2022,Zrenjanin-gazdinstvo,27.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,07.02.2022,Zrenjanin-pijaca,30.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,14.02.2022,Zrenjanin-silos,27.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,14.02.2022,Zrenjanin-maloprodaja,27.50
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,14.02.2022,Zrenjanin-pijaca,31.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,21.02.2022,Zrenjanin-silos,27.50
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,21.02.2022,Zrenjanin-gazdinstvo,28.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,21.02.2022,Zrenjanin-pijaca,31.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,28.02.2022,Zrenjanin-silos,30.50
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,28.02.2022,Zrenjanin-gazdinstvo,33.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,28.02.2022,Zrenjanin-pijaca,37.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,07.03.2022,Zrenjanin-silos,33.50
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,07.03.2022,Zrenjanin-gazdinstvo,34.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,07.03.2022,Zrenjanin-pijaca,37.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,14.03.2022,Zrenjanin-silos,30.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,14.03.2022,Zrenjanin-gazdinstvo,31.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,14.03.2022,Zrenjanin-pijaca,35.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,21.03.2022,Zrenjanin-silos,30.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,21.03.2022,Zrenjanin-gazdinstvo,33.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,21.03.2022,Zrenjanin-pijaca,35.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,28.03.2022,Zrenjanin-silos,32.50
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,28.03.2022,Zrenjanin-gazdinstvo,33.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,28.03.2022,Zrenjanin-pijaca,36.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,04.04.2022,Zrenjanin-silos,33.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,04.04.2022,Zrenjanin-gazdinstvo,33.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,04.04.2022,Zrenjanin-pijaca,36.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,11.04.2022,Zrenjanin-silos,33.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,11.04.2022,Zrenjanin-gazdinstvo,35.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,11.04.2022,Zrenjanin-pijaca,38.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,18.04.2022,Zrenjanin-silos,33.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,18.04.2022,Zrenjanin-gazdinstvo,35.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,18.04.2022,Zrenjanin-pijaca,38.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,25.04.2022,Zrenjanin-silos,33.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,25.04.2022,Zrenjanin-gazdinstvo,36.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,25.04.2022,Zrenjanin-pijaca,38.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,02.05.2022,Zrenjanin-silos,33.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,02.05.2022,Zrenjanin-gazdinstvo,36.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,02.05.2022,Zrenjanin-pijaca,38.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,09.05.2022,Zrenjanin-silos,33.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,09.05.2022,Zrenjanin-gazdinstvo,36.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,09.05.2022,Zrenjanin-pijaca,38.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,16.05.2022,Zrenjanin-silos,34.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,16.05.2022,Zrenjanin-gazdinstvo,36.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,16.05.2022,Zrenjanin-pijaca,39.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,23.05.2022,Zrenjanin-silos,34.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,23.05.2022,Zrenjanin-gazdinstvo,35.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,23.05.2022,Zrenjanin-pijaca,39.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,30.05.2022,Zrenjanin-silos,34.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,30.05.2022,Zrenjanin-gazdinstvo,35.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,30.05.2022,Zrenjanin-pijaca,39.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,06.06.2022,Zrenjanin-silos,33.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,06.06.2022,Zrenjanin-gazdinstvo,35.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,06.06.2022,Zrenjanin-pijaca,39.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,13.06.2022,Zrenjanin-silos,31.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,13.06.2022,Zrenjanin-gazdinstvo,33.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,13.06.2022,Zrenjanin-pijaca,40.00
"Kukuruz (okrunjen, veštački sušen) p:rinfuz",Domaće,20.06.2022,Zrenjanin-silos,31.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,20.06.2022,Zrenjanin-gazdinstvo,33.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,20.06.2022,Zrenjanin-pijaca,40.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,27.06.2022,Zrenjanin-silos,31.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,27.06.2022,Zrenjanin-gazdinstvo,35.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,27.06.2022,Zrenjanin-pijaca,40.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,04.07.2022,Zrenjanin-silos,31.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,04.07.2022,Zrenjanin-gazdinstvo,33.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,04.07.2022,Zrenjanin-pijaca,40.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,11.07.2022,Zrenjanin-silos,31.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,11.07.2022,Zrenjanin-gazdinstvo,33.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,11.07.2022,Zrenjanin-pijaca,40.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,18.07.2022,Zrenjanin-silos,32.50
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,18.07.2022,Zrenjanin-gazdinstvo,35.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,18.07.2022,Zrenjanin-pijaca,40.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,25.07.2022,Zrenjanin-silos,34.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,25.07.2022,Zrenjanin-gazdinstvo,36.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,25.07.2022,Zrenjanin-pijaca,40.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,01.08.2022,Zrenjanin-gazdinstvo,36.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,01.08.2022,Zrenjanin-pijaca,40.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,01.08.2022,Zrenjanin-silos,34.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,08.08.2022,Zrenjanin-gazdinstvo,36.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,08.08.2022,Zrenjanin-pijaca,40.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,08.08.2022,Zrenjanin-silos,34.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,15.08.2022,Zrenjanin-silos,34.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,15.08.2022,Zrenjanin-gazdinstvo,36.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,15.08.2022,Zrenjanin-pijaca,40.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,22.08.2022,Zrenjanin-silos,35.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,22.08.2022,Zrenjanin-gazdinstvo,37.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,22.08.2022,Zrenjanin-pijaca,42.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,29.08.2022,Zrenjanin-silos,35.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,29.08.2022,Zrenjanin-gazdinstvo,37.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,29.08.2022,Zrenjanin-pijaca,42.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,05.09.2022,Zrenjanin-silos,34.50
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,05.09.2022,Zrenjanin-gazdinstvo,37.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,05.09.2022,Zrenjanin-pijaca,42.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,12.09.2022,Zrenjanin-silos,35.50
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,12.09.2022,Zrenjanin-gazdinstvo,37.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,12.09.2022,Zrenjanin-pijaca,43.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,19.09.2022,Zrenjanin-silos,35.50
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,19.09.2022,Zrenjanin-gazdinstvo,37.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,19.09.2022,Zrenjanin-pijaca,43.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,26.09.2022,Zrenjanin-silos,36.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,26.09.2022,Zrenjanin-gazdinstvo,36.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,26.09.2022,Zrenjanin-pijaca,43.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,03.10.2022,Zrenjanin-silos,34.50
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,03.10.2022,Zrenjanin-gazdinstvo,36.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,03.10.2022,Zrenjanin-pijaca,43.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,10.10.2022,Zrenjanin-silos,34.50
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,10.10.2022,Zrenjanin-gazdinstvo,37.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,10.10.2022,Zrenjanin-pijaca,43.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,17.10.2022,Zrenjanin-silos,35.50
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,17.10.2022,Zrenjanin-gazdinstvo,37.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,17.10.2022,Zrenjanin-pijaca,44.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,24.10.2022,Zrenjanin-silos,36.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,24.10.2022,Zrenjanin-gazdinstvo,37.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,24.10.2022,Zrenjanin-pijaca,44.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,31.10.2022,Zrenjanin-gazdinstvo,39.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,31.10.2022,Zrenjanin-pijaca,44.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,07.11.2022,Zrenjanin-silos,35.50
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,07.11.2022,Zrenjanin-gazdinstvo,39.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,07.11.2022,Zrenjanin-pijaca,44.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,14.11.2022,Zrenjanin-silos,35.50
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,14.11.2022,Zrenjanin-gazdinstvo,39.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,14.11.2022,Zrenjanin-pijaca,44.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,21.11.2022,Zrenjanin-silos,35.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,21.11.2022,Zrenjanin-gazdinstvo,38.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,21.11.2022,Zrenjanin-pijaca,44.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,28.11.2022,Zrenjanin-silos,34.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,28.11.2022,Zrenjanin-gazdinstvo,38.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,28.11.2022,Zrenjanin-pijaca,44.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,05.12.2022,Zrenjanin-silos,33.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,05.12.2022,Zrenjanin-gazdinstvo,37.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,05.12.2022,Zrenjanin-pijaca,43.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,12.12.2022,Zrenjanin-silos,31.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,12.12.2022,Zrenjanin-gazdinstvo,33.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,12.12.2022,Zrenjanin-pijaca,40.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,19.12.2022,Zrenjanin-silos,32.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,19.12.2022,Zrenjanin-gazdinstvo,34.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,19.12.2022,Zrenjanin-pijaca,40.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,26.12.2022,Zrenjanin-silos,34.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,26.12.2022,Zrenjanin-gazdinstvo,35.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,26.12.2022,Zrenjanin-pijaca,41.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,02.01.2023,Zrenjanin-silos,32.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,02.01.2023,Zrenjanin-gazdinstvo,34.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,02.01.2023,Zrenjanin-pijaca,40.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,09.01.2023,Zrenjanin-silos,40.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,09.01.2023,Zrenjanin-gazdinstvo,34.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,09.01.2023,Zrenjanin-pijaca,40.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,16.01.2023,Zrenjanin-silos,33.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,16.01.2023,Zrenjanin-pijaca,41.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,16.01.2023,Zrenjanin-gazdinstvo,34.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,23.01.2023,Zrenjanin-silos,32.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,23.01.2023,Zrenjanin-gazdinstvo,34.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,23.01.2023,Zrenjanin-pijaca,40.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,30.01.2023,Zrenjanin-silos,31.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,30.01.2023,Zrenjanin-gazdinstvo,33.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,30.01.2023,Zrenjanin-pijaca,40.00
"Kukuruz (okrunjen, veštački sušen) p:rinfuz",Domaće,06.02.2023,Zrenjanin-silos,30.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,06.02.2023,Zrenjanin-gazdinstvo,31.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,06.02.2023,Zrenjanin-pijaca,39.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,13.02.2023,Zrenjanin-silos,28.50
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,13.02.2023,Zrenjanin-gazdinstvo,31.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,13.02.2023,Zrenjanin-pijaca,39.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,20.02.2023,Zrenjanin-silos,30.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,20.02.2023,Zrenjanin-gazdinstvo,32.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,20.02.2023,Zrenjanin-pijaca,40.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,27.02.2023,Zrenjanin-silos,29.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,27.02.2023,Zrenjanin-gazdinstvo,31.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,27.02.2023,Zrenjanin-pijaca,40.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,06.03.2023,Zrenjanin-silos,28.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,06.03.2023,Zrenjanin-gazdinstvo,29.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,06.03.2023,Zrenjanin-pijaca,40.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,13.03.2023,Zrenjanin-silos,27.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,13.03.2023,Zrenjanin-gazdinstvo,29.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,13.03.2023,Zrenjanin-pijaca,40.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,20.03.2023,Zrenjanin-silos,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,20.03.2023,Zrenjanin-gazdinstvo,28.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,20.03.2023,Zrenjanin-pijaca,38.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,27.03.2023,Zrenjanin-silos,24.00
